gene,degree_centrality,clustering_coeff,betweenness,kcore,loeuf,pubmed_count
ADORA2A,0.00113552209331029,0.0316205533596838,3.05544215584333e-06,19,0.551,12
ADORA2B,0.00192545050604789,0.105263157894737,4.65028298939469e-06,37,1.485,4
ADORA3,0.000641816835349297,0.0641025641025641,2.12674794892077e-07,13,1.066,4
ADPGK,0.00513453468279437,0.116691560866318,4.50512222323695e-05,65,0.715,36
ADPGK-AS1,4.93705257960997e-05,0,0,1,,1
ADPRH,0.000493705257960997,0.0222222222222222,2.21140791492492e-07,10,1.283,6
ADPRHL1,9.87410515921995e-05,0,2.23135350194139e-08,2,1.374,2
ADPRHL2,0.00157985682547519,0.221774193548387,8.43315991604832e-06,29,1.033,14
ADPRM,4.93705257960997e-05,0,0,1,1.107,1
ADRA1A,0.00128363367069859,0.0276923076923077,1.12438491798159e-05,20,1.393,6
ADRA1B,0.000296223154776598,0.333333333333333,2.7903739325614e-07,6,0.785,6
ADRA1D,0.000789928412737596,0.233333333333333,6.56430801862443e-07,16,1.314,6
ADRA2A,0.000444334732164898,0.166666666666667,1.44943298698903e-07,9,1.231,7
ADRA2B,0.000345593680572698,0.142857142857143,3.43624156922647e-08,7,1.221,5
ADRA2C,0.000888669464329795,0.163398692810458,1.44421840118021e-06,18,0.605,7
ADRB1,0.000493705257960997,0.155555555555556,2.92947568212787e-07,10,1.542,9
ADRB2,0.0160454208837324,0.0634188034188034,0.000485742913853624,127,0.591,43
ADRB3,0.000148111577388299,0,1.28432061741119e-08,3,1.683,3
ADRBK1,0.00424586521846458,0.108071135430917,3.92594503798916e-05,61,0.178,67
ADRBK2,0.000789928412737596,0.2,7.73374638388911e-07,16,0.36,18
ADRM1,0.012885707232782,0.268140288829944,8.25706092438669e-05,140,0.175,134
ADSL,0.00918291779807455,0.151409473990119,5.53462374217027e-05,108,1.071,59
ADSS,0.00612194519871637,0.227904537109887,2.51868442463871e-05,89,0.454,46
ADSSL1,0.000592446309553197,0.166666666666667,8.88421025178624e-06,11,0.843,11
ADTRP,0.000246852628980499,0,1.05202353869964e-07,5,1.365,3
AEBP1,0.000296223154776598,0.2,2.15688436524576e-08,6,0.64,5
AEBP2,0.00236978523821279,0.140957446808511,7.68508735580116e-06,46,0.145,31
AEN,0.00227104418662059,0.0859903381642512,7.35130567955557e-06,40,1.878,13
AES,0.0214268081955073,0.0574174391502858,0.000701740755419996,106,0.361,50
AFAP1,0.00306097259935818,0.299841353781068,3.07091953082799e-06,60,0.665,35
AFAP1-AS1,4.93705257960997e-05,0,0,1,,1
AFAP1L1,0.000938039990125895,0.187134502923977,3.0948222057007e-06,18,0.886,10
AFAP1L2,0.000987410515921995,0.210526315789474,1.4388147784401e-06,20,0.487,12
AFD1,0.00172796840286349,0.252100840336134,1.65514202381556e-06,34,,22
AFF1,0.00311034312515428,0.187916026625704,1.08214061200881e-05,56,0.347,42
AFF2,0.000296223154776598,0.2,1.74912444907334e-08,6,0.275,5
AFF3,0.000641816835349297,0.230769230769231,4.49937035841159e-07,13,0.221,14
AFF4,0.00612194519871637,0.162863886703383,3.4156770789417e-05,85,0.138,65
AFG3L1P,0.000197482103184399,0.333333333333333,1.97614524451752e-08,4,,4
AFG3L2,0.017329054554431,0.147382987382987,0.000206306684192714,130,0.7,115
AFM,0.000592446309553197,0.0606060606060606,7.5385798070861e-07,12,1.304,6
AFMID,0.000740557886941496,0.114285714285714,4.70031140770146e-06,13,1.099,11
AFP,0.00108615156751419,0.0952380952380952,1.57745983244366e-06,21,0.909,12
AFTPH,0.00271537891878549,0.268013468013468,4.6682836319732e-06,50,0.141,35
AGA,0.00182670945445569,0.148648648648649,3.35460745600049e-06,36,1.044,12
AGAP1,0.00562823994075537,0.32044713553796,8.66247624550821e-05,83,0.231,32
AGAP11,0.000148111577388299,0.333333333333333,4.5671354664521e-08,3,,3
AGAP2,0.00108615156751419,0.19047619047619,6.59803318888331e-07,22,0.267,14
AGAP3,0.00375215996050358,0.164210526315789,1.90128589623576e-05,62,0.335,43
AGAP4,0.000246852628980499,0.2,5.72967873638753e-08,5,,5
AGAP5,0.000148111577388299,0,8.80478391858592e-09,3,1.438,3
AGAP6,4.93705257960997e-05,0,0,1,1.562,1
AGAP7P,0.000148111577388299,0,7.14068454128849e-09,3,,3
AGAP9,4.93705257960997e-05,0,0,1,,1
AGBL1,0.000345593680572698,0.19047619047619,1.80241210395652e-08,7,1.142,5
AGBL2,0.000592446309553197,0.136363636363636,3.35028685692106e-07,12,0.893,9
AGBL3,0.000394964206368798,0.214285714285714,2.63599408557835e-06,7,1.035,5
AGBL4,0.00335719575413478,0.116769095697981,6.00132826295736e-06,55,0.761,3
AGBL5,0.00118489261910639,0.0942028985507246,5.27115665346643e-06,23,0.679,8
AGER,0.000987410515921995,0.110526315789474,1.61924812153414e-06,20,1.346,16
AGFG1,0.00543075783757097,0.172477064220184,2.34406809957181e-05,87,0.278,61
AGFG2,0.000938039990125895,0.304093567251462,1.0553493781868e-06,19,0.821,17
AGGF1,0.00286349049617378,0.0604960677555959,1.30592536440607e-05,48,0.583,22
AGK,0.00725746729202666,0.103625011648495,5.94955574923796e-05,95,0.878,84
AGL,0.00508516415699827,0.166000380734818,3.71077753514172e-05,74,0.795,49
AGMAT,0.00217230313502839,0.0634249471458774,4.80696510094617e-06,41,1.539,12
AGMO,4.93705257960997e-05,0,0,1,1.705,1
AGO1,0.00834361885954085,0.266624401239786,2.27113915232246e-05,120,0.057,63
AGO2,0.0958281905702296,0.0173961769095535,0.021813816088326,146,0.106,196
AGO3,0.00720809676623056,0.234860651865848,4.05307484884534e-05,109,0.193,41
AGO4,0.00582572204393977,0.11038678835289,0.000174645486968095,86,0.218,21
AGPAT1,0.0129350777585781,0.0363838437015589,0.000405113136694934,92,0.307,31
AGPAT2,0.00355467785731918,0.0555555555555556,2.55909776029856e-05,57,1.539,18
AGPAT3,0.00473957047642557,0.0826754385964912,3.04347303580684e-05,65,0.142,12
AGPAT4,0.00414712416687238,0.0943775100401606,2.38888239865788e-05,62,0.534,17
AGPAT4-IT1,4.93705257960997e-05,0,0,1,,1
AGPAT5,0.00350530733152308,0.0849094567404427,3.29413129139399e-05,59,0.979,25
AGPAT6,0.00686250308565786,0.165571890313836,2.69161669084383e-05,88,0.502,39
AGPAT9,0.00543075783757097,0.247372810675563,1.59626157597882e-05,84,1.106,38
AGPS,0.00967662305603555,0.182417582417582,4.37638292001693e-05,115,0.117,68
AGR2,0.0461614416193533,0.0674667063632928,0.00197077928586625,147,1.582,32
AGR3,0.00192545050604789,0.048582995951417,5.66334975961684e-06,37,1.976,9
AGRN,0.0130338188101703,0.0729634750547298,0.000269133306681013,114,0.435,38
AGRP,0.000543075783757097,0.0545454545454545,8.24136617578508e-07,11,1.68,5
AGT,0.00133300419649469,0.199430199430199,9.66774926566226e-06,24,1.445,21
AGTPBP1,0.00320908417674648,0.175480769230769,8.82098156262691e-06,58,0.351,41
AGTR1,0.00459145889903728,0.0355306217858813,7.12579960582349e-05,60,1.347,21
AGTR2,0.000543075783757097,0.0545454545454545,4.37270999605721e-07,11,1.312,9
AGTRAP,0.00829424833374475,0.0340747077274023,0.000247303594592042,74,0.951,30
AGXT,0.00207356208343619,0.0696864111498258,7.71406649115759e-06,38,1.028,7
AGXT2,0.000197482103184399,0,2.57780551368627e-07,4,1.692,3
AHCTF1,0.00745494939521106,0.181545253863135,5.56362207993104e-05,113,0.129,81
AHCTF1P1,4.93705257960997e-05,0,0,1,,1
AHCY,0.0143174524808689,0.22054647416776,6.05394514782322e-05,144,0.616,144
AHCYL1,0.0192545050604789,0.0929536615911937,0.000324833750184242,133,0.281,91
AHCYL2,0.00710935571463836,0.0618686868686869,7.08334956247207e-05,77,0.29,32
AHDC1,0.00375215996050358,0.164912280701754,3.32298537848706e-05,62,0.076,44
AHI1,0.00266600839298939,0.126484975541579,5.04364037750263e-06,50,0.95,16
AHNAK,0.0166378671932856,0.168185671894871,0.000278688754739077,145,0.308,189
AHNAK2,0.00755369044680326,0.118249054007568,0.000130665786418225,97,1.01,61
AHR,0.00636879782769687,0.114946705426357,3.30434820352931e-05,88,0.154,96
AHRR,0.000345593680572698,0.476190476190476,1.46990365345592e-07,7,0.75,5
AHSA1,0.014366823006665,0.227752103329778,7.28356366817417e-05,145,0.15,122
AHSA2,0.000246852628980499,0.1,7.19832798626898e-08,5,1.642,5
AHSG,0.00498642310540607,0.107128712871287,1.82913563175149e-05,83,1.662,60
AHSP,0.000691187361145396,0.010989010989011,2.11323545379365e-06,13,1.956,7
AICDA,0.00335719575413478,0.171202809482002,6.7102365043702e-06,63,1.329,13
AIDA,0.00138237472229079,0.0978835978835979,5.0197878395914e-06,26,0.88,16
AIF1,0.000493705257960997,0.0666666666666667,3.56129525731919e-07,10,1.619,4
AIF1L,0.00241915576400889,0.178571428571429,2.91285200072306e-06,47,1.02,27
AIFM1,0.0309059491483584,0.11448945686901,0.000596350450948131,147,0.234,220
AIFM2,0.00143174524808689,0.165024630541872,3.80017906315045e-06,28,1.083,17
AIFM3,0.000444334732164898,0.0833333333333333,4.36096353064233e-07,9,0.988,6
AIG1,0.00320908417674648,0.0846153846153846,1.59161671900306e-05,50,1.383,11
AIM1,0.00370278943470748,0.0691891891891892,3.31349005202796e-05,55,1.006,22
AIM1L,0.00148111577388299,0.064367816091954,1.33544071349015e-06,30,0.793,5
AIM2,0.00543075783757097,0.100083402835696,1.66431793499936e-05,82,1.636,10
AIMP1,0.0127869661811898,0.191823052288169,5.19207146920288e-05,139,1.216,118
AIMP2,0.0221673660824488,0.183672048997773,0.000254934324264518,147,0.967,121
AIP,0.00873858306590965,0.0849383667180277,0.000143642303915616,95,0.518,84
AIPL1,0.00167859787706739,0.0926916221033868,3.33824278290849e-06,32,1.069,10
AIRE,0.00473957047642557,0.186842105263158,1.51604527936302e-05,79,1.115,15
AIRN,4.93705257960997e-05,0,0,1,,1
AJAP1,0.000148111577388299,0.666666666666667,9.15483855543126e-10,3,0.192,2
AJUBA,0.00404838311528018,0.12646793134598,1.71580385886121e-05,62,0.401,32
AK1,0.00320908417674648,0.173076923076923,1.71799126114079e-05,58,0.937,31
AK2,0.00863984201431745,0.135435139573071,7.49548962192582e-05,103,1.223,71
AK3,0.00335719575413478,0.24846356453029,7.85937322241389e-06,57,1.391,27
AK4,0.00849173043692915,0.175166598667211,6.60833854317398e-05,96,0.788,27
AK4P1,4.93705257960997e-05,0,0,1,,1
AK5,0.000493705257960997,0.133333333333333,1.07923270278101e-06,10,0.558,4
AK6,0.00108615156751419,0.264069264069264,6.13282162505303e-07,22,,14
AK7,0.000345593680572698,0,5.51814523037144e-08,7,0.853,4
AK8,0.000888669464329795,0.0718954248366013,1.68956581840329e-06,17,1.19,6
AK9,0.000987410515921995,0.0842105263157895,1.78009597137315e-06,19,0.738,11
AKAP1,0.0248333744754382,0.0918156400243955,0.000404214669812487,133,0.373,62
AKAP10,0.00187607998025179,0.182076813655761,1.52633252739887e-05,36,0.441,23
AKAP11,0.00533201678597877,0.128071997230876,3.65007357933668e-05,78,0.3,54
AKAP12,0.00814613675635646,0.148041389504804,3.30196505146656e-05,112,0.426,65
AKAP13,0.00444334732164898,0.219975031210986,2.04852350562702e-05,75,0.294,65
AKAP14,0.000888669464329795,0.196078431372549,3.16847901261006e-06,16,0.612,7
AKAP17A,0.00513453468279437,0.21209858103062,1.40303592944087e-05,86,0.524,47
AKAP2,0.00296223154776598,0.273446327683616,1.52471480045016e-06,60,0.527,36
AKAP3,0.000493705257960997,0.111111111111111,1.25158312420595e-06,10,0.528,11
AKAP4,0.000543075783757097,0.145454545454545,1.10926296200251e-06,10,0.246,5
AKAP5,0.00350530733152308,0.134004024144869,4.0758625892435e-05,60,0.522,33
AKAP6,0.000839298938533695,0.235294117647059,1.00137877474135e-06,17,0.253,14
AKAP7,0.00227104418662059,0.164251207729469,7.22255786679375e-06,41,1.222,16
AKAP8,0.00928165884966675,0.201388098759813,3.0917373172059e-05,127,0.397,136
AKAP8L,0.0119970377684522,0.134884195490256,0.000132226934974276,130,0.468,137
AKAP9,0.0104665514687731,0.110659036036842,0.000253125938974507,110,0.404,78
AKIP1,0.00103678104171809,0.147619047619048,2.13340962287659e-06,21,1.576,17
AKIRIN1,0.00108615156751419,0.32034632034632,9.54618218788483e-07,22,0.496,11
AKIRIN2,0.00360404838311528,0.259893455098935,7.74992957329774e-06,66,0.376,12
AKNA,0.000345593680572698,0.285714285714286,1.00750453403011e-07,7,0.454,7
AKNAD1,0.000592446309553197,0.106060606060606,8.1511053301907e-07,12,1.231,6
AKR1A1,0.00311034312515428,0.241167434715822,5.91366049717747e-06,52,1.121,28
AKR1B1,0.00404838311528018,0.236976814212587,1.78921734120914e-05,63,0.997,45
AKR1B10,0.00217230313502839,0.101479915433404,5.32572781328837e-06,41,1.307,22
AKR1B15,0.000691187361145396,0.56043956043956,1.33444017459715e-07,14,1.928,8
AKR1C1,0.00103678104171809,0.257142857142857,6.57607943648264e-06,18,1.588,22
AKR1C2,0.00271537891878549,0.166329966329966,5.8652968111033e-06,47,1.46,24
AKR1C3,0.00207356208343619,0.195121951219512,5.97029997294436e-06,38,1.861,26
AKR1C4,0.000345593680572698,0.19047619047619,2.91927378569552e-07,7,1.719,7
AKR1C8P,4.93705257960997e-05,0,0,1,,1
AKR1D1,0.000543075783757097,0.109090909090909,3.83692653232233e-07,11,1.127,5
AKR1E2,4.93705257960997e-05,0,0,1,1.419,1
AKR7A2,0.00311034312515428,0.129032258064516,6.56290083649301e-06,54,1.522,31
AKR7A3,0.000839298938533695,0.0588235294117647,2.73288518254376e-06,17,1.928,10
AKR7L,0.00350530733152308,0.0458752515090543,6.64841243780297e-06,58,1.586,4
AKT1,0.0328313996544063,0.0690868738110336,0.00113908672094466,144,0.315,415
AKT1S1,0.00148111577388299,0.335632183908046,1.33241103278171e-06,29,0.834,32
AKT2,0.00587509256973587,0.119356217063096,6.50243298245762e-05,83,0.417,61
AKT3,0.00355467785731918,0.0880281690140845,1.28662162784089e-05,59,0.178,26
AKTIP,0.00513453468279437,0.102875280059746,1.52659395015983e-05,79,0.504,28
ALAD,0.00197482103184399,0.18974358974359,8.78787229397632e-06,33,0.868,12
ALAS1,0.00656627993088126,0.148325358851675,0.000126568183144024,84,0.49,24
ALAS2,0.000246852628980499,0.2,1.90282920452279e-08,5,0.184,7
ALB,0.0189582819057023,0.0729846605744125,0.0010272407954506,130,0.387,164
ALCAM,0.00424586521846458,0.149658002735978,2.92347208352205e-05,66,0.386,37
ALDH16A1,0.00360404838311528,0.208143074581431,1.3289702505938e-05,62,1.076,41
ALDH18A1,0.00977536410762775,0.164384966415423,7.55539851391207e-05,124,0.519,129
ALDH1A1,0.00266600839298939,0.0761705101327743,1.69231469660282e-05,44,0.335,25
ALDH1A2,0.00197482103184399,0.112820512820513,1.33838593404473e-05,32,0.447,18
ALDH1A3,0.00271537891878549,0.0579124579124579,2.30735241804954e-05,46,0.511,19
ALDH1B1,0.00957788200444335,0.186261417659313,7.14679745617426e-05,122,1.299,82
ALDH1L1,0.00192545050604789,0.263157894736842,2.58398365478308e-06,37,0.776,20
ALDH1L2,0.00202419155764009,0.18780487804878,3.30516494524623e-06,39,0.922,31
ALDH2,0.00651690940508516,0.20471894517696,2.32951993179652e-05,93,1.094,54
ALDH3A1,0.00375215996050358,0.122105263157895,2.29283533864357e-05,55,1.533,17
ALDH3A2,0.0160454208837324,0.158328584995252,0.000105519592011791,129,0.825,113
ALDH3B1,0.00533201678597877,0.0595361716857044,5.24278569165297e-05,68,0.995,14
ALDH3B2,0.00118489261910639,0.0942028985507246,2.51142889630423e-06,21,1.656,4
ALDH4A1,0.00518390520859047,0.202380952380952,2.31773880038978e-05,74,0.714,25
ALDH5A1,0.00286349049617378,0.166364186327889,1.11205043613787e-05,48,0.937,32
ALDH6A1,0.00291286102196988,0.138515488018703,1.58981056916582e-05,46,0.945,24
ALDH7A1,0.00622068625030857,0.187047619047619,3.45056007556117e-05,85,1.24,55
ALDH8A1,0.000641816835349297,0.153846153846154,1.04419689808932e-06,13,1.462,7
ALDH9A1,0.00424586521846458,0.199179206566348,8.8845691490229e-06,72,1.138,45
ALDOA,0.0157985682547519,0.158346394984326,0.00027420395862378,144,0.755,205
ALDOB,0.00172796840286349,0.0470588235294118,1.5640939028813e-05,32,1.1,11
ALDOC,0.00627005677610467,0.160229971253593,3.70197285262294e-05,89,0.601,72
ALG1,0.00301160207356208,0.128415300546448,9.23309860097846e-06,57,1.499,42
ALG10,0.00261663786719329,0.0986937590711176,5.82939150450172e-06,47,1.203,8
ALG10B,0.000394964206368798,0,2.66382821075696e-07,8,1.365,5
ALG11,0.00320908417674648,0.0350961538461538,3.08151927181738e-05,48,1.328,12
ALG12,0.00128363367069859,0.132307692307692,2.70270164583303e-06,26,1.033,8
ALG13,0.00873858306590965,0.159540318438624,3.05932511022986e-05,105,0.16,32
ALG14,0.000543075783757097,0.0363636363636364,4.85639272406323e-07,10,1.196,4
ALG1L,0.000246852628980499,0,4.09321940151122e-08,5,1.944,1
ALG1L9P,4.93705257960997e-05,0,0,1,,1
ALG2,0.00172796840286349,0.179831932773109,3.71509637841404e-06,33,1.175,23
ALG3,0.00222167366082449,0.106060606060606,5.64633193197169e-06,43,1.188,14
ALG5,0.00315971365095038,0.143353174603175,1.0180334739465e-05,56,0.453,29
ALG6,0.00167859787706739,0.115864527629234,4.06837976770817e-06,33,0.641,15
ALG8,0.00266600839298939,0.0628930817610063,1.45259172568091e-05,47,0.83,12
ALG9,0.00375215996050358,0.0687719298245614,7.19845045809812e-05,48,0.653,19
ALG9-IT1,4.93705257960997e-05,0,0,1,,1
ALK,0.0291779807454949,0.0542544953970576,0.000375982256033875,136,0.448,29
ALKBH1,0.000246852628980499,0.3,3.82898275023369e-07,5,1.026,5
ALKBH2,0.000839298938533695,0.117647058823529,2.38615847137252e-06,16,1.198,12
ALKBH3,0.00261663786719329,0.182873730043541,3.88585451599509e-06,51,1.324,11
ALKBH4,0.00162922735127129,0.119318181818182,4.07261535111868e-06,32,0.802,13
ALKBH5,0.00256726734139719,0.228506787330317,7.02099830732513e-06,49,0.343,36
ALKBH6,9.87410515921995e-05,0,3.15575799137262e-09,2,0.677,2
ALKBH7,0.000641816835349297,0.0769230769230769,2.02996322339193e-06,12,1.634,7
ALKBH8,0.000345593680572698,0.142857142857143,3.58391162792154e-07,7,0.666,6
ALL1,0.000148111577388299,1,0,3,,1
ALLC,9.87410515921995e-05,0,5.68974650465556e-09,2,1.483,2
ALMS1,0.00814613675635646,0.120990391722099,5.93362631430049e-05,101,0.874,54
ALOX12,0.000444334732164898,0.111111111111111,5.29726653124265e-07,9,1.039,6
ALOX12B,0.00503579363120217,0.036886041545331,5.54176952903911e-05,60,0.552,20
ALOX12P2,4.93705257960997e-05,0,0,1,,1
ALOX15,0.000543075783757097,0.0181818181818182,1.61438863436963e-07,11,1.338,7
ALOX15B,0.00108615156751419,0.0173160173160173,1.75576141018304e-06,19,1.184,6
ALOX5,0.00360404838311528,0.0235920852359209,4.86882917730492e-05,53,0.636,26
ALOX5AP,0.000543075783757097,0.0909090909090909,4.80109598070434e-07,11,0.963,6
ALOXE3,0.00246852628980499,0.0179591836734694,1.94794149051208e-05,36,1.055,6
ALPI,0.00345593680572698,0.0666666666666667,1.46613978674198e-05,57,1.486,18
ALPK1,0.000345593680572698,0.0476190476190476,5.01532772862352e-07,7,0.929,6
ALPK2,0.00128363367069859,0.0738461538461539,2.78891961366566e-06,25,0.815,8
ALPK3,0.000394964206368798,0.321428571428571,1.7150173183576e-08,8,0.911,3
ALPL,0.00118489261910639,0.134057971014493,1.04283757729699e-06,24,0.693,16
ALPP,0.00622068625030857,0.0948571428571429,9.99881286325585e-05,63,1.295,27
ALPPL2,0.00182670945445569,0.0960960960960961,8.87451215348181e-06,33,1.315,8
ALS2,0.00118489261910639,0.22463768115942,3.76183379841965e-06,22,0.516,12
ALS2CL,0.000444334732164898,0.138888888888889,2.28556770226251e-07,9,1.082,3
ALS2CR11,0.00375215996050358,0.0747368421052632,1.45547616234888e-05,60,0.735,10
ALS2CR12,0.00167859787706739,0.0320855614973262,1.91500498294499e-05,31,1.462,10
ALX1,0.00113552209331029,0.0671936758893281,4.74976801065697e-05,18,0.607,9
ALX3,0.000938039990125895,0.0350877192982456,7.16399299668136e-07,18,1.032,2
ALX4,0.000839298938533695,0.0882352941176471,3.5729635977728e-06,15,0.519,6
ALYREF,0.0200938039990126,0.211665315113591,0.000102238249861268,147,0.36,201
AMACR,0.00330782522833868,0.118046132971506,6.04194280493143e-06,55,0.747,7
AMBN,0.000197482103184399,0.166666666666667,3.43291820039258e-08,4,1.109,4
AMBP,0.00113552209331029,0.154150197628459,1.64281875814885e-06,22,1.374,16
AMBRA1,0.0132806714391508,0.141180713532708,0.000196897025847274,130,0.14,80
AMD1,0.00271537891878549,0.0397306397306397,6.89266625638978e-05,37,0.284,14
AMDHD1,0.000246852628980499,0,7.73250254982531e-08,5,1.166,5
AMDHD2,0.000394964206368798,0.357142857142857,1.26283908470388e-07,8,0.81,11
AMELY,4.93705257960997e-05,0,0,1,1.945,1
AMER1,0.00286349049617378,0.15426497277677,1.94435301768902e-05,50,0.371,39
AMER2,0.000345593680572698,0.19047619047619,1.20125796847782e-07,7,0.715,7
AMER3,4.93705257960997e-05,0,0,1,0.539,1
AMFR,0.0130338188101703,0.0850040327226639,0.000312902133662776,109,0.63,131
AMH,0.000345593680572698,0,1.20407587356313e-07,7,1.771,5
AMHR2,0.00207356208343619,0.114982578397213,3.2218493891749e-06,41,0.934,5
AMICA1,9.87410515921995e-05,1,0,2,0.819,2
AMIGO1,0.00454208837324118,0.0312947921643574,6.60169075648436e-05,51,0.238,10
AMIGO2,0.00172796840286349,0.151260504201681,4.00427476609791e-06,32,0.55,16
AMIGO3,0.000987410515921995,0.068421052631579,1.86275482937085e-06,19,1.248,5
AMMECR1,0.00162922735127129,0.111742424242424,4.60151278457955e-06,32,0.472,12
AMMECR1L,0.000888669464329795,0.137254901960784,1.48629206506633e-06,18,0.255,13
AMN,4.93705257960997e-05,0,0,1,0.816,1
