pathway,reactome_id,n_genes,n_in_network,n_edges,density,mean_loeuf,loeuf_variance,insularity,root_category,super_pathway,log_density,predicted_loeuf,residual,regime
B-WICH complex positively regulates rRNA expression,R-HSA-5250924,59,28,121,0.32010582010582,0.747785714285714,0.304509582010582,0.0257556406981694,Gene expression (Transcription),Other,-0.494706429520775,0.632268644756,0.115517069529714,Equilibrium
BBSome-mediated cargo-targeting to cilium,R-HSA-5620922,23,23,51,0.201581027667984,0.812739130434783,0.190604110671937,0.0251603354711396,Organelle biogenesis and maintenance,Other,-0.695550345077882,0.658232300719569,0.154506829715213,Equilibrium
"BMAL1:CLOCK,NPAS2 activates circadian expression",R-HSA-1368108,26,23,40,0.158102766798419,0.385695652173913,0.117834766798419,0.0268726906281491,Circadian clock,Other,-0.801060529847856,0.671871898067697,-0.286176245893784,Topology-Amplified
Bacterial Infection Pathways,R-HSA-9824439,292,104,305,0.0569454817027633,0.578567307692308,0.156256927464526,0.0237022070251787,Disease,Other,-1.24454072899319,0.729201826561301,-0.150634518868993,Equilibrium
Base Excision Repair,R-HSA-73884,71,44,212,0.224101479915433,0.90325,0.190751168604651,0.0246225319396051,DNA Repair,Cell Cycle & DNA,-0.649555275473041,0.652286389139784,0.250963610860216,Equilibrium
"Base-Excision Repair, AP Site Formation",R-HSA-73929,43,17,17,0.125,1.02805882352941,0.193275808823529,0.0137819213619781,DNA Repair,Cell Cycle & DNA,-0.903089986991944,0.685061531998557,0.342997291530855,Equilibrium
Basigin interactions,R-HSA-210991,25,25,31,0.103333333333333,0.81336,0.177609656666667,0.012006196746708,Hemostasis,Other,-0.98575956088539,0.695748459552576,0.117611540447424,Equilibrium
Beta defensins,R-HSA-1461957,39,30,1,0.00229885057471264,1.78565625,0.0769167489919355,0.00446428571428571,Immune System,Immune System,-2.63848925695464,0.909401460244624,0.876254789755376,Equilibrium
Beta-catenin independent WNT signaling,R-HSA-3858494,134,132,1044,0.120749479528105,0.529022727272727,0.197129350624566,0.0537078478277645,Signal Transduction,Signal Transduction,-0.91811473253139,0.687003822971347,-0.157981095698619,Equilibrium
Beta-catenin phosphorylation cascade,R-HSA-196299,17,17,53,0.389705882352941,0.461235294117647,0.181671941176471,0.0228104153217129,Signal Transduction,Signal Transduction,-0.409263038769429,0.621223138121282,-0.159987844003635,Equilibrium
Beta-oxidation of very long chain fatty acids,R-HSA-390247,11,11,3,0.0545454545454545,0.983818181818182,0.206776163636364,0.00527704485488127,Metabolism,Metabolism,-1.26324143477458,0.731619319218907,0.252198862599275,Equilibrium
Bicarbonate transporters,R-HSA-425381,10,10,10,0.222222222222222,0.4585,0.0754242777777778,0.0192122958693564,Transport of small molecules,Transport & Vesicles,-0.653212513775344,0.652759170586981,-0.19425917058698,Equilibrium
Bile acid and bile salt metabolism,R-HSA-194068,44,43,21,0.0232558139534884,0.964068181818182,0.270043832452431,0.0135048231511254,Metabolism,Metabolism,-1.63346845557959,0.779479604007396,0.184588577810786,Equilibrium
Binding and Uptake of Ligands by Scavenger Receptors,R-HSA-2173782,126,93,54,0.0126227208976157,0.940113636363636,0.387470614693446,0.0138799640149081,Vesicle-mediated transport,Transport & Vesicles,-1.89884702041254,0.813785834984403,0.126327801379234,Equilibrium
Binding and entry of HIV virion,R-HSA-173107,12,4,3,0.5,1.10125,0.331024916666667,0.00485044462409054,Disease,Other,-0.301029995663981,0.607231549243495,0.494018450756505,Equilibrium
Biofilm formation,R-HSA-9931953,36,23,5,0.0197628458498024,0.567739130434783,0.12839138339921,0.00488042947779405,Disease,Other,-1.7041505168398,0.788616872200289,-0.220877741765506,Equilibrium
Biological oxidations,R-HSA-211859,217,206,153,0.0072460336253848,1.16428708133971,0.19537355180346,0.0294061118585431,Metabolism,Metabolism,-2.13989965494333,0.844947384761547,0.319339696578166,Equilibrium
Biosynthesis of DHA-derived SPMs,R-HSA-9018677,17,17,3,0.0220588235294118,1.27411764705882,0.198305485294118,0.0101867572156197,Metabolism,Metabolism,-1.65641765365056,0.782446311172518,0.491671335886306,Equilibrium
Biosynthesis of specialized proresolving mediators (SPMs),R-HSA-9018678,19,19,5,0.0292397660818713,1.25915789473684,0.181452918128655,0.015625,Metabolism,Metabolism,-1.53402610605614,0.766624412730756,0.492533482006086,Equilibrium
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",R-HSA-446193,80,78,21,0.00699300699300699,0.962415584415584,0.171843667122351,0.0106409931593615,Metabolism of proteins,Other,-2.15533603746506,0.846942889200925,0.115472695214659,Equilibrium
Biotin transport and metabolism,R-HSA-196780,11,11,17,0.309090909090909,0.795,0.0866216,0.0227120908483634,Metabolism,Metabolism,-0.50991376811597,0.634234540044946,0.160765459955054,Equilibrium
Blood group systems biosynthesis,R-HSA-9033658,20,17,0,0,1.08817647058824,0.222303404411765,0,Metabolism,Metabolism,-6,1.34395337688188,-0.255776906293643,Equilibrium
Branched-chain amino acid catabolism,R-HSA-70895,21,21,26,0.123809523809524,0.975285714285714,0.0531376142857143,0.0165341812400636,Metabolism,Metabolism,-0.907245946763101,0.685598784568033,0.289686929717681,Equilibrium
Budding and maturation of HIV virion,R-HSA-162588,36,28,93,0.246031746031746,0.706785714285714,0.149814619047619,0.0249162759544541,Disease,Other,-0.60900885128329,0.647044839226282,0.0597408750594322,Equilibrium
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,R-HSA-450385,17,17,58,0.426470588235294,0.846647058823529,0.235868492647059,0.0307529162248144,Metabolism of RNA,Other,-0.37011091480728,0.616161833306662,0.230485225516867,Equilibrium
Butyrophilin (BTN) family interactions,R-HSA-8851680,12,12,5,0.0757575757575758,1.27966666666667,0.0756053333333333,0.0120627261761158,Immune System,Immune System,-1.12057393120585,0.713176291111408,0.566490375555259,Equilibrium
C-type lectin receptors (CLRs),R-HSA-5621481,131,126,1038,0.131809523809524,0.61318253968254,0.260124358412698,0.0566470203012443,Immune System,Immune System,-0.880053208949199,0.682083503124982,-0.068900963442442,Equilibrium
CASP4 inflammasome assembly,R-HSA-9948001,10,9,5,0.138888888888889,0.945222222222222,0.216383194444444,0.00772797527047914,Immune System,Immune System,-0.857332496431268,0.679146332927784,0.266075889294438,Equilibrium
CASP8 activity is inhibited,R-HSA-5218900,11,11,44,0.8,0.711818181818182,0.180279563636364,0.0322698936560323,Programmed Cell Death,Other,-0.0969100130080564,0.580844386902691,0.130973794915491,Equilibrium
CD209 (DC-SIGN) signaling,R-HSA-5621575,21,21,39,0.185714285714286,0.55665,0.262937397368421,0.00761049858522783,Immune System,Immune System,-0.73115468770742,0.662834973896291,-0.106184973896291,Equilibrium
CD22 mediated BCR regulation,R-HSA-5690714,70,53,4,0.00290275761973875,0.3176,0.0207943,0.00434310532030402,Immune System,Immune System,-2.53718922624364,0.896306121313476,-0.578706121313476,Equilibrium
CD28 dependent PI3K/Akt signaling,R-HSA-389357,29,27,59,0.168091168091168,0.538615384615385,0.226680406153846,0.0249418727541746,Immune System,Immune System,-0.77445510482368,0.66843254019531,-0.129817155579926,Equilibrium
CD28 dependent Vav1 pathway,R-HSA-389359,12,12,25,0.378787878787879,0.43075,0.0440378409090909,0.0111582236108012,Immune System,Immune System,-0.421603926869831,0.62281847931962,-0.19206847931962,Equilibrium
CDC42 GTPase cycle,R-HSA-9013148,155,153,416,0.0357757137942897,0.559359477124183,0.132601731768146,0.0397667527005066,Signal Transduction,Signal Transduction,-1.44641169247165,0.755298251888653,-0.19593877476447,Equilibrium
CDK-mediated phosphorylation and removal of Cdc6,R-HSA-69017,60,59,737,0.430742255990649,0.454796610169492,0.0996019234365868,0.0783375850340136,Cell Cycle,Cell Cycle & DNA,-0.365782521682049,0.615602289794145,-0.160805679624653,Equilibrium
CLEC7A (Dectin-1) induces NFAT activation,R-HSA-5607763,11,11,13,0.236363636363636,0.340363636363636,0.0411448545454546,0.0122352941176471,Immune System,Immune System,-0.626419337187407,0.649295541543647,-0.308931905180011,Equilibrium
CLEC7A (Dectin-1) signaling,R-HSA-5607764,87,86,882,0.241313269493844,0.466858823529412,0.185145884593838,0.0660723649711589,Immune System,Immune System,-0.61741879616206,0.64813201637526,-0.181273192845848,Equilibrium
COPI-dependent Golgi-to-ER retrograde traffic,R-HSA-6811434,102,101,335,0.0663366336633663,0.643714285714286,0.15855787628866,0.0359944128075642,Vesicle-mediated transport,Transport & Vesicles,-1.17824657108182,0.720631794934349,-0.0769175092200632,Equilibrium
COPI-independent Golgi-to-ER retrograde traffic,R-HSA-6811436,53,52,251,0.189291101055807,0.629627450980392,0.163362998431373,0.039984070091597,Vesicle-mediated transport,Transport & Vesicles,-0.722869802587716,0.661763963572931,-0.0321365125925384,Equilibrium
COPI-mediated anterograde transport,R-HSA-6807878,102,101,516,0.102178217821782,0.64484,0.179741267070707,0.046147654608058,Vesicle-mediated transport,Transport & Vesicles,-0.99064167649145,0.696379584322368,-0.0515395843223677,Equilibrium
COPII-mediated vesicle transport,R-HSA-204005,69,69,213,0.0907928388746803,0.753044117647059,0.223264311457419,0.0392337447043654,Vesicle-mediated transport,Transport & Vesicles,-1.04194840434077,0.703012148852895,0.0500319687941638,Equilibrium
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,R-HSA-442742,28,28,70,0.185185185185185,0.355407407407407,0.0673671737891738,0.020621593754603,Neuronal System,Other,-0.732393759822969,0.662995152221996,-0.307587744814589,Equilibrium
CREB1 phosphorylation through the activation of Adenylate Cyclase,R-HSA-442720,12,12,24,0.363636363636364,0.404454545454546,0.0474572727272727,0.0205655526992288,Neuronal System,Other,-0.439332693830263,0.62511032672133,-0.220655781266785,Equilibrium
CRMPs in Sema3A signaling,R-HSA-399956,16,16,16,0.133333333333333,0.38075,0.0460031333333333,0.0118343195266272,Developmental Biology,Other,-0.8750612633917,0.681438180329495,-0.300688180329495,Equilibrium
CS-GAG biosynthesis,R-HSA-2022870,21,21,7,0.0333333333333333,0.753095238095238,0.15089549047619,0.0158910329171396,Metabolism,Metabolism,-1.47712125471966,0.759268163084557,-0.00617292498931865,Equilibrium
CS/DS degradation,R-HSA-2024101,20,20,9,0.0473684210526316,0.83045,0.141997418421053,0.00791208791208791,Metabolism,Metabolism,-1.3245110915135,0.739539819494769,0.0909101805052307,Equilibrium
CTNNB1 S33 mutants aren't phosphorylated,R-HSA-5358747,15,15,51,0.485714285714286,0.336266666666667,0.0534244952380952,0.0221546481320591,Disease,Other,-0.313619122972002,0.608858981020058,-0.272592314353392,Equilibrium
CTNNB1 S37 mutants aren't phosphorylated,R-HSA-5358749,15,15,51,0.485714285714286,0.336266666666667,0.0534244952380952,0.0221546481320591,Disease,Other,-0.313619122972002,0.608858981020058,-0.272592314353392,Equilibrium
CTNNB1 S45 mutants aren't phosphorylated,R-HSA-5358751,15,15,51,0.485714285714286,0.336266666666667,0.0534244952380952,0.0221546481320591,Disease,Other,-0.313619122972002,0.608858981020058,-0.272592314353392,Equilibrium
CTNNB1 T41 mutants aren't phosphorylated,R-HSA-5358752,15,15,51,0.485714285714286,0.336266666666667,0.0534244952380952,0.0221546481320591,Disease,Other,-0.313619122972002,0.608858981020058,-0.272592314353392,Equilibrium
CYP2E1 reactions,R-HSA-211999,11,10,4,0.0888888888888889,1.40927272727273,0.129052418181818,0.0313725490196078,Metabolism,Metabolism,-1.05115252244738,0.704201991001238,0.705070736271489,Equilibrium
Ca-dependent events,R-HSA-111996,37,36,54,0.0857142857142857,0.414542857142857,0.0407995495798319,0.0207214121258634,Signal Transduction,Signal Transduction,-1.06694678963061,0.706243760194019,-0.291700903051162,Equilibrium
Ca2+ pathway,R-HSA-4086398,63,62,159,0.0840824960338445,0.669241935483871,0.301630481491274,0.0217079664140897,Signal Transduction,Signal Transduction,-1.07529440452459,0.707322879771142,-0.0380809442872705,Equilibrium
CaM pathway,R-HSA-111997,35,34,50,0.089126559714795,0.416575757575758,0.0406226893939394,0.0211954217888936,Signal Transduction,Signal Transduction,-1.04999285692014,0.704052077787793,-0.287476320212035,Equilibrium
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932,10,10,14,0.311111111111111,0.396,0.0190108888888889,0.012646793134598,Signal Transduction,Signal Transduction,-0.507084478097106,0.633868789793228,-0.237868789793228,Equilibrium
Calcitonin-like ligand receptors,R-HSA-419812,10,10,3,0.0666666666666667,1.2462,0.201020844444444,0.0185185185185185,Signal Transduction,Signal Transduction,-1.17609125905568,0.720353171707026,0.525846828292974,Equilibrium
Calmodulin induced events,R-HSA-111933,35,34,50,0.089126559714795,0.416575757575758,0.0406226893939394,0.0211954217888936,Signal Transduction,Signal Transduction,-1.04999285692014,0.704052077787793,-0.287476320212035,Equilibrium
Calnexin/calreticulin cycle,R-HSA-901042,26,25,73,0.243333333333333,0.6224,0.121418833333333,0.0175480769230769,Metabolism of proteins,Other,-0.613798394599207,0.647663996916632,-0.0252639969166314,Equilibrium
Cap-dependent Translation Initiation,R-HSA-72737,124,120,3478,0.487114845938375,0.588613445378151,0.189923408631249,0.150549735953597,Metabolism of proteins,Other,-0.312368634109481,0.608697326819468,-0.0200838814413169,Topology-Amplified
Carboxyterminal post-translational modifications of tubulin,R-HSA-8955332,46,44,78,0.0824524312896406,0.900348837209302,0.15925542303433,0.0267949158364823,Metabolism of proteins,Other,-1.08379653371131,0.708421973844017,0.191926863365285,Equilibrium
Cardiac conduction,R-HSA-5576891,130,123,163,0.021724643475943,0.739697674418605,0.254207650072674,0.0290371426026543,Muscle contraction,Other,-1.66304734204621,0.783303349575563,-0.0436056751569581,Equilibrium
Cardiogenesis,R-HSA-9733709,27,26,24,0.0738461538461539,0.491153846153846,0.164173175384615,0.0105378704720088,Developmental Biology,Other,-1.13167211926727,0.714610984992208,-0.223457138838362,Equilibrium
Cargo concentration in the ER,R-HSA-5694530,33,33,43,0.0814393939393939,0.7298125,0.186875512096774,0.0194878767278495,Vesicle-mediated transport,Transport & Vesicles,-1.08916546695423,0.709116030894357,0.0206964691056426,Equilibrium
Cargo recognition for clathrin-mediated endocytosis,R-HSA-8856825,105,103,609,0.115933752141633,0.627116504854369,0.165760594136684,0.0476358089874457,Vesicle-mediated transport,Transport & Vesicles,-0.935790108170233,0.689288768327251,-0.0621722634728816,Equilibrium
Cargo trafficking to the periciliary membrane,R-HSA-5620920,71,70,257,0.106418219461698,0.731842857142857,0.191868772049689,0.0372247972190035,Organelle biogenesis and maintenance,Other,-0.972984011756236,0.694096928504623,0.0377459286382346,Equilibrium
Carnitine shuttle,R-HSA-200425,14,14,15,0.164835164835165,0.789571428571429,0.23271610989011,0.0165471594043023,Metabolism,Metabolism,-0.782950133265412,0.669530716334976,0.120040712236453,Equilibrium
Caspase activation via Death Receptors in the presence of ligand,R-HSA-140534,18,16,52,0.433333333333333,0.846866666666667,0.214369552380952,0.0359861591695502,Programmed Cell Death,Other,-0.363177902412826,0.615265583360024,0.231601083306643,Equilibrium
Caspase activation via Dependence Receptors in the absence of ligand,R-HSA-418889,10,10,7,0.155555555555556,0.5594,0.129462711111111,0.012646793134598,Programmed Cell Death,Other,-0.808114473761087,0.672783781170759,-0.113383781170759,Equilibrium
Caspase activation via extrinsic apoptotic signalling pathway,R-HSA-5357769,28,26,66,0.203076923076923,0.73188,0.194256693333333,0.0330247685764323,Programmed Cell Death,Other,-0.692339425437006,0.657817216136842,0.0740627838631582,Equilibrium
Caspase-mediated cleavage of cytoskeletal proteins,R-HSA-264870,12,12,24,0.363636363636364,0.620083333333333,0.0800542651515151,0.0133779264214047,Programmed Cell Death,Other,-0.439332693830263,0.62511032672133,-0.00502699338799717,Equilibrium
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,R-HSA-174184,60,59,734,0.428988895382817,0.465254237288136,0.100321572180012,0.0813071171420659,Cell Cycle,Cell Cycle & DNA,-0.36755394962503,0.615831287249947,-0.150577049961811,Equilibrium
Cell Cycle Checkpoints,R-HSA-69620,273,246,3499,0.116110834577734,0.625174796747968,0.158430863198938,0.0905304010349288,Cell Cycle,Cell Cycle & DNA,-0.935127253321024,0.689203079222799,-0.0640282824748314,Equilibrium
"Cell death signalling via NRAGE, NRIF and NADE",R-HSA-204998,76,75,117,0.0421621621621622,0.560662162162162,0.137827322658275,0.0180319025969022,Signal Transduction,Signal Transduction,-1.37507712571253,0.746076632480834,-0.185414470318671,Equilibrium
